orderNumber,postingId,moment,isReturned,returnReason
44759915-0185,xxxxx4348252000,2026-03-01 19:34:48,0,
44759915-0173,xxxxx8269178000,2026-03-01 19:34:48,0,
44759915-0178,xxxxx5129358000,2026-03-01 19:34:48,1,Нет части товаров из комплекта/набора
57280309-0298,xxxxx3340899000,2026-03-01 18:27:06,0,
57280309-0297,xxxxx8804423000,2026-03-01 18:27:06,0,
57280309-0299,xxxxx0395023000,2026-03-01 18:27:06,0,
60465401-0115,xxxxx0499395000,2026-03-01 18:26:58,0,
46631815-0937,xxxxx2353784000,2026-03-01 18:24:15,0,
43033901-0104,xxxxx3916790000,2026-03-01 17:33:10,0,
43033901-0104,xxxxx3916790000,2026-03-01 17:33:10,0,
43033901-0105,xxxxx2698658000,2026-03-01 17:33:10,0,
49651061-0138,xxxxx9102913000,2026-03-01 17:08:41,0,
49651061-0133,xxxxx0148023000,2026-03-01 17:08:41,0,
71265880-0249,xxxxx4423060000,2026-03-01 17:04:19,0,
31894499-0569,xxxxx2183109000,2026-03-01 16:20:25,0,
31894499-0569,xxxxx2183108000,2026-03-01 16:20:25,0,
31894499-0567,xxxxx6361126000,2026-03-01 16:20:25,0,
31894499-0562,xxxxx9968344000,2026-03-01 16:20:25,0,
57688971-0137,xxxxx1317805000,2026-03-01 16:18:53,0,
16113689-0470,xxxxx4405692000,2026-03-01 16:06:12,0,
16113689-0463,xxxxx7826157000,2026-03-01 16:06:11,1,Изменил решение о покупке/Товар не подошёл
0147970752-0089,xxxxx4119069000,2026-03-01 15:33:03,0,
0147970752-0090,xxxxx7962877000,2026-03-01 15:33:03,0,
62457611-0365,xxxxx0153051000,2026-03-01 15:11:58,0,
62457611-0369,xxxxx5861086000,2026-03-01 15:11:58,0,
65733794-0303,xxxxx5436560000,2026-03-01 14:39:07,0,
37400916-0637,xxxxx0924428000,2026-03-01 14:36:39,0,
37400916-0636,xxxxx0908029000,2026-03-01 14:36:39,0,
56460891-0060,xxxxx8604705000,2026-03-01 14:18:18,0,
16190022-0492,xxxxx1177929000,2026-03-01 13:54:40,0,
16190022-0494,xxxxx5905315000,2026-03-01 13:54:40,0,
16190022-0489,xxxxx0125757000,2026-03-01 13:54:40,0,
16190022-0490,xxxxx9823319000,2026-03-01 13:54:40,0,
16190022-0499,xxxxx0640710000,2026-03-01 13:54:40,0,
16190022-0499,xxxxx6464514000,2026-03-01 13:54:40,0,
16190022-0488,xxxxx7387093000,2026-03-01 13:54:40,0,
91574228-0188,xxxxx4248041000,2026-03-01 13:33:52,0,
0189178679-0123,xxxxx0900428000,2026-03-01 13:18:24,0,
0189178679-0125,xxxxx5465998000,2026-03-01 13:18:24,0,
0189178679-0125,xxxxx2370079000,2026-03-01 13:18:24,0,
0189178679-0122,xxxxx3485719000,2026-03-01 13:18:24,0,
0189178679-0099,xxxxx5299546000,2026-03-01 13:18:24,0,
0189178679-0107,xxxxx1162991000,2026-03-01 13:18:24,0,
0189178679-0107,xxxxx1162991000,2026-03-01 13:18:24,0,
0189178679-0107,xxxxx1162991000,2026-03-01 13:18:24,0,
44354449-0053,xxxxx2761547000,2026-03-01 12:59:31,0,
44354449-0054,xxxxx8088136000,2026-03-01 12:59:31,0,
0175462859-0027,xxxxx0476722000,2026-03-01 12:38:27,0,
0175462859-0026,xxxxx8647524000,2026-03-01 12:38:27,0,
06469732-0212,xxxxx7678991000,2026-03-01 12:32:45,0,
06469732-0212,xxxxx7678992000,2026-03-01 12:32:45,0,
06469732-0212,xxxxx7678990000,2026-03-01 12:32:45,0,
06469732-0212,xxxxx7678993000,2026-03-01 12:32:45,0,
06469732-0212,xxxxx7675416000,2026-03-01 12:32:45,0,
06469732-0211,xxxxx9901251000,2026-03-01 12:32:45,0,
06469732-0214,xxxxx6060109000,2026-03-01 12:32:45,0,
0102958278-0055,xxxxx0668314000,2026-03-01 12:30:30,0,
0102958278-0056,xxxxx7703384000,2026-03-01 12:30:30,0,
0102958278-0054,xxxxx6646617000,2026-03-01 12:30:29,1,Изменил решение о покупке/Товар не подошёл
41801015-0377,xxxxx4511909000,2026-03-01 12:29:05,0,
41801015-0378,xxxxx4013739000,2026-03-01 12:29:05,0,
41801015-0376,xxxxx7265404000,2026-03-01 12:29:05,0,
41801015-0379,xxxxx8604756000,2026-03-01 12:29:05,0,
41801015-0381,xxxxx1453037000,2026-03-01 12:29:05,0,
0104686189-0271,xxxxx7601543000,2026-03-01 12:15:39,0,
50585552-0686,xxxxx0570371000,2026-03-01 12:15:00,0,
50585552-0686,xxxxx0568993000,2026-03-01 12:15:00,0,
50585552-0694,xxxxx1886918000,2026-03-01 12:15:00,0,
50585552-0691,xxxxx0118619000,2026-03-01 12:15:00,0,
50585552-0697,xxxxx4355901000,2026-03-01 12:15:00,0,
50585552-0667,xxxxx9675392000,2026-03-01 12:15:00,0,
50585552-0695,xxxxx6947466000,2026-03-01 12:15:00,0,
0136999641-0061,xxxxx1378180000,2026-03-01 11:59:37,0,
82852658-0087,xxxxx5941173000,2026-03-01 11:59:30,0,
82852658-0087,xxxxx5941173000,2026-03-01 11:59:30,0,
82852658-0087,xxxxx4113862000,2026-03-01 11:59:30,0,
82852658-0087,xxxxx5940976000,2026-03-01 11:59:30,0,
82852658-0087,xxxxx5903631000,2026-03-01 11:59:30,0,
83519680-0038,xxxxx6489960000,2026-03-01 11:43:02,0,
83519680-0033,xxxxx9691091000,2026-03-01 11:43:01,0,
36184234-0231,xxxxx0771574000,2026-03-01 11:37:16,0,
36184234-0230,xxxxx3072294000,2026-03-01 11:37:16,0,
36184234-0232,xxxxx0604552000,2026-03-01 11:37:15,0,
51093669-0067,xxxxx8422430000,2026-03-01 11:13:35,0,
0118576091-0489,xxxxx8288441000,2026-03-01 11:11:57,0,
0118576091-0484,xxxxx6674943000,2026-03-01 11:11:57,0,
0118576091-0490,xxxxx5458471000,2026-03-01 11:11:57,0,
0118576091-0487,xxxxx3928202000,2026-03-01 11:11:57,0,
0118576091-0474,xxxxx7242065000,2026-03-01 11:11:57,0,
0118576091-0474,xxxxx7242065000,2026-03-01 11:11:57,0,
0118576091-0474,xxxxx7242065000,2026-03-01 11:11:57,0,
0118576091-0474,xxxxx7242065000,2026-03-01 11:11:57,0,
0118576091-0474,xxxxx7242065000,2026-03-01 11:11:57,0,
0197842408-0043,xxxxx9282153000,2026-03-01 10:38:46,0,
0197842408-0043,xxxxx9282152000,2026-03-01 10:38:46,0,
0197842408-0044,xxxxx5265474000,2026-03-01 10:38:46,0,
51275634-0584,xxxxx4232677000,2026-03-01 10:37:18,0,
51275634-0585,xxxxx4523037000,2026-03-01 10:36:41,0,
51275634-0585,xxxxx4522679000,2026-03-01 10:36:41,0,
51275634-0585,xxxxx4523036000,2026-03-01 10:36:41,0,
51275634-0585,xxxxx4522676000,2026-03-01 10:36:41,0,
51275634-0586,xxxxx3200263000,2026-03-01 10:36:41,0,
51275634-0586,xxxxx3200249000,2026-03-01 10:36:41,0,
51275634-0586,xxxxx3200261000,2026-03-01 10:36:41,0,
51275634-0586,xxxxx3200258000,2026-03-01 10:36:41,0,
51275634-0586,xxxxx3200256000,2026-03-01 10:36:41,0,
51275634-0586,xxxxx3199482000,2026-03-01 10:36:41,0,
51275634-0586,xxxxx3200257000,2026-03-01 10:36:41,0,
51275634-0583,xxxxx9047200000,2026-03-01 10:36:41,0,
51275634-0587,xxxxx7326821000,2026-03-01 10:36:41,0,
0137130693-0051,xxxxx6078663000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078678000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078687000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6077236000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078584000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6077245000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078632000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078605000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078577000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078615000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078671000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078602000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078643000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078592000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078574000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078664000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078668000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078680000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078662000,2026-04-30 21:03:31,0,
0137130693-0051,xxxxx6078673000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1691752000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx6504598000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx6504079000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx6504762000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1694892000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1691749000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1694861000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx6503868000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1694894000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1694847000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1694838000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx6504115000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1694860000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx6504107000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1694820000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1694819000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1694835000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx6503902000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx6504278000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx6504584000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1694684000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1694685000,2026-04-30 21:03:31,0,
0137130693-0052,xxxxx1691751000,2026-04-30 21:03:31,0,
07281222-0146,xxxxx3480311000,2026-04-30 20:44:23,0,
07281222-0146,xxxxx6890096000,2026-04-30 20:44:23,0,
07281222-0146,xxxxx6890095000,2026-04-30 20:44:23,0,
07281222-0145,xxxxx2937712000,2026-04-30 20:44:23,0,
07281222-0147,xxxxx2257676000,2026-04-30 20:44:23,0,
07281222-0147,xxxxx2257676000,2026-04-30 20:44:23,0,
0103171578-0110,xxxxx3808718000,2026-04-30 20:14:58,0,
0103171578-0110,xxxxx3808717000,2026-04-30 20:14:58,0,
79559162-0054,xxxxx8847602000,2026-04-30 19:58:06,0,
79559162-0054,xxxxx8847600000,2026-04-30 19:58:06,0,
59531974-0101,xxxxx8763095000,2026-04-30 19:52:20,0,
59531974-0102,xxxxx1659259000,2026-04-30 19:52:20,0,
78116842-0280,xxxxx0049950000,2026-04-30 19:45:41,0,
78116842-0301,xxxxx8476126000,2026-04-30 19:45:41,0,
78116842-0295,xxxxx4643905000,2026-04-30 19:45:41,1,Изменил решение о покупке/Товар не подошёл
78116842-0289,xxxxx2349395000,2026-04-30 19:45:41,0,
78116842-0289,xxxxx2349395000,2026-04-30 19:45:41,0,
78116842-0290,xxxxx1306849000,2026-04-30 19:45:41,0,
78116842-0295,xxxxx4643923000,2026-04-30 19:45:41,0,
78116842-0295,xxxxx4645829000,2026-04-30 19:45:41,0,
50211064-0801,xxxxx6313115000,2026-04-30 19:41:22,0,
50211064-0797,xxxxx1804287000,2026-04-30 19:41:22,0,
50211064-0800,xxxxx4567693000,2026-04-30 19:41:22,0,
50211064-0799,xxxxx4721094000,2026-04-30 19:41:22,1,Изменил решение о покупке/Товар не подошёл
50211064-0792,xxxxx8487329000,2026-04-30 19:41:22,0,
0122445103-0022,xxxxx4144555000,2026-04-30 19:38:20,0,
92000754-0526,xxxxx7697094000,2026-04-30 19:35:34,0,
92000754-0527,xxxxx9673897000,2026-04-30 19:35:34,0,
92000754-0529,xxxxx5669351000,2026-04-30 19:35:34,1,Изменил решение о покупке/Товар не подошёл
47404186-0255,xxxxx9336236000,2026-04-30 19:29:49,1,Изменил решение о покупке/Товар не подошёл
47404186-0255,xxxxx9336190000,2026-04-30 19:29:49,1,Изменил решение о покупке/Товар не подошёл
47404186-0255,xxxxx3451377000,2026-04-30 19:29:49,0,
47187045-0323,xxxxx8251490000,2026-04-30 19:28:55,0,
0124699222-0051,xxxxx0649627000,2026-04-30 19:26:45,0,
0124699222-0051,xxxxx0647942000,2026-04-30 19:26:45,0,
0124699222-0051,xxxxx0649589000,2026-04-30 19:26:45,0,
0124699222-0051,xxxxx0649590000,2026-04-30 19:26:45,0,
0124699222-0051,xxxxx0647941000,2026-04-30 19:26:45,0,
0124699222-0051,xxxxx0649588000,2026-04-30 19:26:45,0,
46994294-0146,xxxxx8296824000,2026-04-30 19:16:02,0,
46994294-0145,xxxxx4424859000,2026-04-30 19:16:02,0,
0145127119-0112,xxxxx4755977000,2026-04-30 18:58:45,0,
77411915-0004,xxxxx8500654000,2026-04-30 18:56:25,0,
0244520297-0014,xxxxx5438607000,2026-04-30 18:17:02,0,
41282477-0077,xxxxx2746153000,2026-04-30 17:15:51,0,
85094710-0043,xxxxx1996533000,2026-04-30 16:48:21,0,
66188280-0089,xxxxx4258137000,2026-04-30 16:23:53,0,
0145014543-0187,xxxxx2307470000,2026-04-30 16:16:34,0,
0145014543-0187,xxxxx2307471000,2026-04-30 16:16:34,0,
0145014543-0186,xxxxx4256410000,2026-04-30 16:16:33,1,Отказ клиента: поврежден товар
0145014543-0186,xxxxx4256408000,2026-04-30 16:16:33,1,Изменил решение о покупке/Товар не подошёл
0138811255-0142,xxxxx7644801000,2026-04-30 15:24:47,0,
0138811255-0141,xxxxx5399153000,2026-04-30 15:24:47,1,Изменил решение о покупке/Товар не подошёл
0138811255-0141,xxxxx5399155000,2026-04-30 15:24:47,1,Изменил решение о покупке/Товар не подошёл
0138811255-0141,xxxxx5399154000,2026-04-30 15:24:47,1,Изменил решение о покупке/Товар не подошёл
0138811255-0143,xxxxx1865259000,2026-04-30 15:24:47,1,Привезли другой товар
0133022527-0237,xxxxx4911686000,2026-04-30 15:21:32,0,
51972586-1283,xxxxx2934023000,2026-04-30 15:19:46,1,Изменил решение о покупке/Товар не подошёл
51972586-1283,xxxxx2933129000,2026-04-30 15:19:46,1,Изменил решение о покупке/Товар не подошёл
51972586-1283,xxxxx2934022000,2026-04-30 15:19:46,1,Изменил решение о покупке/Товар не подошёл
51972586-1283,xxxxx2933133000,2026-04-30 15:19:46,1,Изменил решение о покупке/Товар не подошёл
51972586-1283,xxxxx2933131000,2026-04-30 15:19:46,1,Изменил решение о покупке/Товар не подошёл
51972586-1283,xxxxx2933132000,2026-04-30 15:19:46,0,
51972586-1283,xxxxx2933130000,2026-04-30 15:19:46,0,
51972586-1283,xxxxx2934028000,2026-04-30 15:19:46,0,
51972586-1280,xxxxx3016033000,2026-04-30 15:19:46,0,
51972586-1282,xxxxx5939449000,2026-04-30 15:19:44,1,Изменил решение о покупке/Товар не подошёл
51972586-1282,xxxxx5937329000,2026-04-30 15:19:44,1,Изменил решение о покупке/Товар не подошёл
51972586-1288,xxxxx5653768000,2026-04-30 15:19:44,0,
51972586-1288,xxxxx5653727000,2026-04-30 15:19:44,0,
51972586-1288,xxxxx5653765000,2026-04-30 15:19:44,0,
51972586-1288,xxxxx5653734000,2026-04-30 15:19:44,0,
51972586-1290,xxxxx0696074000,2026-04-30 15:19:44,0,
51972586-1287,xxxxx5137389000,2026-04-30 15:19:44,0,
51972586-1292,xxxxx3705649000,2026-04-30 15:19:44,0,
49651061-0158,xxxxx4304920000,2026-04-30 13:06:39,0,
51545990-0395,xxxxx7496485000,2026-04-30 12:58:27,0,
51545990-0395,xxxxx7496531000,2026-04-30 12:58:27,0,
51545990-0394,xxxxx0255754000,2026-04-30 12:58:27,0,
50585552-0788,xxxxx5553994000,2026-04-30 12:29:03,0,
50585552-0786,xxxxx3186308000,2026-04-30 12:29:02,0,
50585552-0787,xxxxx7678687000,2026-04-30 12:29:02,0,
59315569-0069,xxxxx2568932000,2026-04-30 12:19:37,0,
78033896-0089,xxxxx7162485000,2026-04-30 12:09:01,0,
78033896-0093,xxxxx1092292000,2026-04-30 12:09:00,0,
78033896-0093,xxxxx1092289000,2026-04-30 12:09:00,0,
78033896-0092,xxxxx9640295000,2026-04-30 12:09:00,0,
78033896-0090,xxxxx7647551000,2026-04-30 12:09:00,0,
78033896-0091,xxxxx5351002000,2026-04-30 12:08:59,1,Изменил решение о покупке/Товар не подошёл
0122965323-0004,xxxxx7386731000,2026-04-30 11:56:32,0,
0137196523-0217,xxxxx2575633000,2026-04-30 10:17:03,0,
0137196523-0199,xxxxx8175020000,2026-04-30 10:17:03,0,
0137196523-0215,xxxxx8543879000,2026-04-30 10:17:03,0,
16190022-0586,xxxxx8082797000,2026-04-30 09:50:22,0,
16190022-0586,xxxxx8081251000,2026-04-30 09:50:22,0,
16190022-0584,xxxxx3649771000,2026-04-30 09:50:22,0,
16190022-0585,xxxxx8856257000,2026-04-30 09:50:22,0,
16190022-0587,xxxxx1910613000,2026-04-30 09:50:22,0,
16190022-0587,xxxxx1910614000,2026-04-30 09:50:22,0,
16190022-0587,xxxxx1910615000,2026-04-30 09:50:22,0,
16190022-0590,xxxxx3589068000,2026-04-30 09:50:22,0,
33881234-0551,xxxxx0977548000,2026-04-30 09:41:06,0,
33881234-0550,xxxxx3207603000,2026-04-30 09:41:06,1,Изменил решение о покупке/Товар не подошёл
37930031-0112,xxxxx2575085000,2026-04-30 09:29:09,1,Изменил решение о покупке/Товар не подошёл
37930031-0112,xxxxx2574270000,2026-04-30 09:29:09,0,
52636281-0175,xxxxx9905870000,2026-04-30 09:00:09,0,
64814703-0460,xxxxx3495261000,2026-04-29 20:41:37,0,
64814703-0460,xxxxx3495302000,2026-04-29 20:41:37,0,
64814703-0460,xxxxx3495304000,2026-04-29 20:41:37,0,
38334299-0452,xxxxx9406931000,2026-04-29 20:38:00,0,
38334299-0451,xxxxx6845640000,2026-04-29 20:38:00,0,
38334299-0450,xxxxx0592155000,2026-04-29 20:38:00,0,
45943188-0182,xxxxx5770060000,2026-04-29 20:30:25,0,
45943188-0179,xxxxx5921741000,2026-04-29 20:30:25,0,
45943188-0179,xxxxx5921747000,2026-04-29 20:30:25,0,
45943188-0179,xxxxx5918489000,2026-04-29 20:30:25,0,
45943188-0179,xxxxx5918488000,2026-04-29 20:30:25,0,
45943188-0181,xxxxx9696576000,2026-04-29 20:30:25,0,
57238570-0104,xxxxx2116430000,2026-04-29 20:29:23,0,
57238570-0100,xxxxx0168484000,2026-04-29 20:29:23,1,Отказ клиента при передаче
0154225339-0028,xxxxx3279708000,2026-04-29 20:27:14,0,
0154225339-0022,xxxxx8613485000,2026-04-29 20:27:14,0,
0228125036-0016,xxxxx1957547000,2026-04-29 19:49:12,0,
0148430050-0036,xxxxx1587952000,2026-04-29 19:48:28,0,
0124699222-0051,xxxxx0647940000,2026-04-29 19:48:25,0,
63119774-0242,xxxxx6471378000,2026-04-29 19:38:54,0,
63119774-0229,xxxxx6171558000,2026-04-29 19:38:54,0,
63119774-0229,xxxxx6171559000,2026-04-29 19:38:54,0,
67557446-0244,xxxxx0832715000,2026-04-29 19:38:04,0,
67557446-0247,xxxxx0660218000,2026-04-29 19:35:00,1,Изменил решение о покупке/Товар не подошёл
67557446-0247,xxxxx0660219000,2026-04-29 19:35:00,1,Изменил решение о покупке/Товар не подошёл
67557446-0247,xxxxx0660217000,2026-04-29 19:35:00,1,Изменил решение о покупке/Товар не подошёл
63663037-0067,xxxxx9526536000,2026-04-29 19:07:01,0,
82865649-0052,xxxxx0997736000,2026-04-29 18:53:04,0,
31894499-0642,xxxxx6620499000,2026-04-29 18:44:32,0,
31894499-0645,xxxxx5173282000,2026-04-29 18:44:32,0,
51727604-0445,xxxxx9084550000,2026-04-29 18:41:25,1,Изменил решение о покупке/Товар не подошёл
51727604-0445,xxxxx9084551000,2026-04-29 18:41:25,1,Изменил решение о покупке/Товар не подошёл
51727604-0445,xxxxx9084553000,2026-04-29 18:41:25,1,Изменил решение о покупке/Товар не подошёл
51727604-0445,xxxxx9084555000,2026-04-29 18:41:25,0,
51727604-0445,xxxxx9084554000,2026-04-29 18:41:25,0,
51727604-0446,xxxxx0076478000,2026-04-29 18:41:25,0,
0131478915-0103,xxxxx2971712000,2026-04-29 18:39:46,0,
0131478915-0078,xxxxx8343318000,2026-04-29 18:39:46,0,
57688971-0173,xxxxx7078424000,2026-04-29 18:38:03,0,
0130167296-0050,xxxxx8018227000,2026-04-29 18:37:25,0,
50397350-0203,xxxxx2111927000,2026-04-29 18:29:43,0,
50397350-0202,xxxxx6661721000,2026-04-29 18:29:43,0,
0250238956-0002,xxxxx8010742000,2026-04-29 18:19:37,0,
0130484708-0256,xxxxx2474987000,2026-04-29 18:16:18,0,
0130484708-0253,xxxxx4675588000,2026-04-29 18:16:18,0,
0130484708-0260,xxxxx9256853000,2026-04-29 18:16:18,0,
0130484708-0259,xxxxx1079423000,2026-04-29 18:16:18,0,
0118576091-0552,xxxxx8391042000,2026-04-29 18:10:42,0,
0118576091-0543,xxxxx5156607000,2026-04-29 18:10:41,0,
76160766-1072,xxxxx1309249000,2026-04-29 17:59:30,0,
76160766-1070,xxxxx2602369000,2026-04-29 17:59:30,1,Изменил решение о покупке/Товар не подошёл
76160766-1071,xxxxx8723799000,2026-04-29 17:59:30,1,Изменил решение о покупке/Товар не подошёл
0197842408-0058,xxxxx6009072000,2026-04-29 17:27:47,0,
0197842408-0055,xxxxx8026374000,2026-04-29 17:27:47,0,
0197842408-0055,xxxxx8026367000,2026-04-29 17:27:47,0,
0197842408-0055,xxxxx8027558000,2026-04-29 17:27:47,0,
0197842408-0055,xxxxx8026383000,2026-04-29 17:27:47,0,
0197842408-0058,xxxxx6009060000,2026-04-29 17:27:47,0,
78058100-0167,xxxxx0152888000,2026-04-29 17:26:41,0,
78058100-0167,xxxxx0156122000,2026-04-29 17:26:41,0,
78058100-0163,xxxxx9606756000,2026-04-29 17:26:40,0,
95801534-0364,xxxxx1160715000,2026-04-29 16:53:04,0,
92000754-0525,xxxxx8102565000,2026-04-29 16:18:52,0,
92000754-0524,xxxxx9590167000,2026-04-29 16:18:52,0,
92000754-0521,xxxxx0895336000,2026-04-29 16:18:51,0,
92000754-0512,xxxxx6090239000,2026-04-29 16:18:51,0,
0114123152-0350,xxxxx1518070000,2026-04-29 15:46:12,1,Изменил решение о покупке/Товар не подошёл
0114123152-0350,xxxxx1518072000,2026-04-29 15:46:12,0,
0114123152-0350,xxxxx1518069000,2026-04-29 15:46:12,0,
